사용월,호선명,지하철역,04시-05시 승차인원,05시-06시 승차인원,06시-07시 승차인원,07시-08시 승차인원,08시-09시 승차인원,09시-10시 승차인원,10시-11시 승차인원,11시-12시 승차인원,12시-13시 승차인원,13시-14시 승차인원,14시-15시 승차인원,15시-16시 승차인원,16시-17시 승차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,20시-21시 승차인원,21시-22시 승차인원,22시-23시 승차인원,23시-24시 승차인원,00시-01시 승차인원,01시-02시 승차인원,02시-03시 승차인원,03시-04시 승차인원
202205,1호선,동대문,906,11875,9472,15023,20022,18001,17519,19172,23793,25455,26674,27122,27561,26627,24760,17786,14775,13951,12543,4664,51,1,0,0
202205,1호선,동묘앞,173,2992,3536,6256,10183,9030,10750,16089,23203,30802,33363,35717,35998,33275,24648,11670,6330,5183,3837,1420,13,0,0,0
202205,1호선,서울역,627,9072,12965,41213,68672,56782,56781,68263,75970,77464,64402,86525,98054,146647,201982,101685,73608,80107,54579,21185,113,1,2,0
202205,1호선,시청,114,1976,3238,6934,8724,9530,11353,17756,20194,25988,32948,43949,49597,79065,147065,53733,46493,46188,30281,9449,56,0,0,0
202205,1호선,신설동,381,8741,8833,19066,27826,18781,16666,18617,20677,23029,22131,24543,31653,40436,55589,21974,14858,13677,9896,3657,63,1,0,0
202205,1호선,제기동,360,5197,9067,22640,32152,23800,27620,34709,39190,40844,43675,48035,46841,44826,40979,20255,12840,8983,5749,2097,22,0,0,0
202205,1호선,종각,91,3922,3832,6045,10054,12218,17047,25434,32145,41536,50674,64519,73258,129565,196833,84160,75100,84726,68029,28375,184,0,0,0
202205,1호선,종로3가,169,4131,3932,4978,8606,13659,20312,31676,42919,49885,58629,68393,73948,82985,99783,61575,50550,53060,45718,18514,155,0,1,0
202205,1호선,종로5가,54,1989,2913,5149,8302,12454,20370,30516,39669,48051,56183,60174,63986,79129,96688,51006,35666,35291,22005,6745,53,0,0,0
202205,1호선,청량리(서울시립대입구),1055,11641,15965,37415,48213,32632,32381,36480,42222,42487,42537,47369,57308,53146,44620,25753,20057,15306,10005,3751,82,0,0,0
202205,2호선,강남,258,12741,20618,40609,66644,54139,52959,70424,86549,101771,112424,137521,161281,243269,332425,210689,165782,193551,193341,84370,113,1,0,0
202205,2호선,강변(동서울터미널),23,8412,28404,79688,116837,84895,66134,57384,54858,52931,48404,50358,53961,62550,68944,51876,40500,32301,22911,8481,18,0,0,0
202205,2호선,건대입구,564,19475,23951,54729,93971,63895,39622,38495,46077,50182,52256,58433,68495,80821,93750,73630,74241,84129,91474,48210,97,0,0,0
202205,2호선,교대(법원.검찰청),31,2630,12687,27364,37256,30919,29633,34574,37767,45620,52955,57362,63192,96409,141962,67555,54255,60421,51816,18933,39,0,0,0
202205,2호선,구로디지털단지,246,40300,54742,134892,185427,113552,66697,60209,64762,64155,58486,61902,76028,128824,226981,107730,65367,55543,45664,17039,40,0,0,0
202205,2호선,구의(광진구청),47,14151,27807,69099,114705,66704,36630,30681,31621,31150,27893,27864,33232,36282,44075,23137,18597,17167,15730,7204,47,1,0,0
202205,2호선,낙성대(강감찬),33,11696,27465,80792,127985,80893,44428,38439,42161,41487,37144,36744,43126,48864,51868,30357,23869,22719,18076,7876,14,0,0,0
202205,2호선,당산,27,6960,17483,46724,58404,36602,25488,24919,25396,25156,23043,24257,29489,43438,62140,28379,22625,22402,19951,8241,20,0,0,0
202205,2호선,대림(구로구청),640,35666,33676,68787,96899,64203,37971,32107,33957,33005,30489,31889,36242,44186,52406,27687,20657,15647,11842,5026,9,1,0,0
202205,2호선,도림천,0,291,1246,3382,3549,2048,1749,1723,2296,1637,2056,2446,3811,2928,3604,1866,919,827,508,183,0,0,0,0
202205,2호선,동대문역사문화공원(DDP),252,5263,4049,6422,10852,10089,10970,14872,17923,19720,24234,29762,36870,42114,44966,26891,20745,21380,17289,6813,14,0,0,0
202205,2호선,뚝섬,18,3625,8640,18596,25698,18077,14781,16445,19610,23727,27399,34456,45613,70342,127762,64793,44361,40986,30277,10397,24,0,0,0
202205,2호선,문래,9,3937,13729,43547,49611,27867,20656,20750,24709,26106,25157,28169,36615,57843,103125,36762,25811,27045,22200,9990,16,1,0,0
202205,2호선,방배,1,2636,9616,23820,34095,26658,20107,21055,24193,26437,28369,33560,39709,49171,73185,32875,24495,24888,21290,7258,9,0,0,0
202205,2호선,봉천,51,15921,29228,81302,123526,74033,41345,33788,35013,34323,29737,28738,31722,30710,33241,20139,15942,13881,10970,3717,5,0,0,0
202205,2호선,사당,106,12935,27455,75496,107384,77854,48746,45200,51980,54207,57170,59474,64449,75815,95213,65839,62727,68741,68805,33237,120,0,0,0
202205,2호선,삼성(무역센터),176,4473,7586,14798,20937,20969,22830,34747,45098,58006,69605,87863,109750,198079,293921,150356,108538,95522,67199,18442,25,0,0,0
202205,2호선,상왕십리,74,5621,13857,40831,64915,35160,22352,19727,21817,20285,18475,19407,21374,26399,27629,18840,13237,11259,8056,2662,17,1,0,0
202205,2호선,서울대입구(관악구청),3970,29156,45461,128918,183240,121958,69854,62797,70540,70643,65813,70802,78092,90603,96179,59649,50329,51734,47615,19761,8,0,0,0
202205,2호선,서초,9,1535,8241,17101,26675,28198,21546,28047,25457,33754,33517,39341,46818,69158,97105,43225,29322,30445,20346,6489,2,0,0,0
202205,2호선,선릉,116,4916,11222,21535,33793,30811,34541,44618,53766,62318,71023,90588,116788,180932,291155,141855,90139,89335,80075,27552,23,0,0,0
202205,2호선,성수,59,5833,9740,23905,32331,23823,21638,23211,28333,34474,40435,47979,63330,114300,230757,106374,70646,68337,52114,18922,20,0,0,0
202205,2호선,시청,69,1164,2022,4995,7654,9184,12544,19766,20033,25193,30511,36690,42883,84850,164202,51900,39043,38835,26460,9030,16,0,0,0
202205,2호선,신답,4,1114,2168,6615,10708,4913,2606,2237,2308,2153,1928,1793,1993,2252,2357,1254,716,608,492,163,0,0,0,0
202205,2호선,신당,23,6436,11754,28241,45759,27310,19264,19333,22583,22149,21835,23060,27755,30667,33385,22854,17629,16497,13886,5789,13,0,0,0
202205,2호선,신대방,121,26212,38243,92288,137901,83452,48292,38575,38529,36955,31457,31000,34233,38338,42007,24594,18684,14264,11324,4726,10,1,0,0
202205,2호선,신도림,3925,34686,52542,136625,142680,89971,61631,59394,67683,68922,67887,72240,82543,99048,124204,71349,61903,64929,50597,21002,89,0,1,0
202205,2호선,신림,325,42488,81788,212028,323248,192773,104190,87632,91782,86647,77096,76438,84188,91892,95132,61514,52140,47487,43373,19360,47,0,0,0
202205,2호선,신설동,38,1242,1511,4347,7900,4942,4374,5403,6861,7749,8203,9032,9454,10804,13108,4810,3083,2504,2140,739,7,0,0,0
202205,2호선,신정네거리,34,8780,18456,50868,47809,25921,18445,16252,16508,14480,12903,12025,13126,13284,12683,7998,5839,4567,3826,1225,10,0,0,0
202205,2호선,신촌,82,8615,15428,36074,53290,36850,36089,42245,53555,55330,57199,66088,79089,94433,94652,64495,67369,72345,76708,33080,38,0,0,0
202205,2호선,아현,50,4842,11506,29182,39368,23830,16380,15732,17002,15916,14780,16622,24238,21782,21327,12761,9193,7509,5818,2074,1,0,0,0
202205,2호선,양천구청,19,5010,11572,33594,31036,17893,12339,10948,11388,9981,8178,8030,8806,9527,9557,4271,3033,2475,2109,556,4,0,0,0
202205,2호선,역삼,26,3951,8697,14938,26027,23051,24204,31902,39104,47539,56309,71885,92732,193030,274236,146224,84059,82272,63480,21854,12,0,0,0
202205,2호선,영등포구청,53,5780,12796,39090,47051,29122,23018,24592,26913,27267,28726,31733,36056,52612,104051,35724,27197,25492,19768,7925,21,0,0,0
202205,2호선,왕십리(성동구청),1013,8622,11432,27249,47436,30273,21001,21096,23688,24367,25193,27609,33381,39133,39669,26651,25338,29007,33135,18178,22,1,0,0
202205,2호선,용답,3,2655,3451,8119,13031,7564,4788,4359,5330,4996,4403,4884,7141,6809,4761,2876,2164,1520,1427,563,0,0,0,0
202205,2호선,용두(동대문구청),37,1062,1740,5338,9305,4786,3818,3786,4068,4035,3821,4029,4634,4679,5616,2633,1564,1362,694,272,0,0,0,0
202205,2호선,을지로3가,15,1092,2303,5361,11370,12858,14870,19353,21878,24779,27633,31470,39132,80998,128724,52467,39675,45640,45503,25024,37,0,0,0
202205,2호선,을지로4가,9,903,1788,3837,7847,7891,10017,13882,16006,18696,21093,24394,29349,52673,66415,28634,16807,14488,10833,4565,2,3,0,0
202205,2호선,을지로입구,81,1987,3409,9141,15165,17312,20788,29719,36338,46699,52801,64189,75129,137867,255263,101071,90254,65593,49709,18074,6,0,0,0
202205,2호선,이대,36,3882,8989,25788,34299,20532,15929,18017,23617,23544,22413,26628,31703,41486,37553,22543,19409,18282,15998,5182,4,0,0,0
202205,2호선,잠실(송파구청),113,12065,49310,115759,165053,121849,83980,83244,92090,100639,105909,123872,145078,181433,228510,153400,169436,151497,94076,27699,83,0,0,0
202205,2호선,잠실나루,17,3224,12075,39569,46619,29512,24158,23255,22888,21533,22112,24389,29097,36444,31431,15271,11558,8589,6746,2604,17,1,0,0
202205,2호선,잠실새내,25,5351,17561,55679,74734,47267,31902,29874,31739,31857,28936,32623,36448,39406,42592,31615,29179,28809,29877,14971,36,0,0,0
202205,2호선,종합운동장,5,1815,6041,16908,22695,16458,11636,11645,12845,11175,11129,15359,26063,56481,29355,21000,32069,57155,52438,10705,14,2,0,0
202205,2호선,충정로(경기대입구),22,3080,6787,16012,22003,14082,10653,11549,12217,12975,13099,14686,17807,27752,46962,14533,9447,9680,7521,3080,10,0,0,0
202205,2호선,한양대,16,1892,2770,5290,8427,6299,8191,12742,19083,17410,23447,30219,42772,56931,40295,22981,21469,25892,24788,23237,22,0,0,0
202205,2호선,합정,95,10447,19045,45801,58016,38118,28326,30286,36463,40772,42868,46739,55528,73579,116403,76807,62754,69478,68468,30775,43,0,0,0
202205,2호선,홍대입구,1186,30020,30967,62647,81267,53875,40956,48846,63726,73352,81959,102290,131184,162439,186038,144786,145314,170936,181686,77985,493,1,0,0
202205,3호선,가락시장,54,2959,7548,20076,22253,16206,14279,13905,13552,13585,13510,14206,16178,20884,29023,12320,9492,8453,6051,1646,7,0,0,0
202205,3호선,경복궁(정부서울청사),98,2452,6458,14079,20905,21570,21578,28007,37510,47479,59592,71198,82552,97616,120748,58379,50664,50541,30347,9347,10,1,1,0
202205,3호선,경찰병원,24,2835,7468,22888,26129,14833,11593,10484,9282,9709,9197,9694,10064,15482,19203,6683,5534,5001,3360,723,4,0,1,0
202205,3호선,고속터미널,85,5315,7471,26427,44120,51335,54702,68285,78663,87432,97227,108894,122138,140710,140164,122785,137517,92624,62364,22789,12,0,0,0
202205,3호선,교대(법원.검찰청),66,1253,3992,10192,13241,11437,12185,14888,17015,20755,22937,24940,27808,43175,65543,28056,24545,27550,25582,7707,5,0,0,0
202205,3호선,구파발,156,10781,33232,89905,77906,46618,33288,31148,32670,30341,30445,33994,38351,39045,31797,21019,16780,13995,11761,2444,7,0,0,0
202205,3호선,금호,17,4879,10719,26562,36279,22608,15312,12589,12731,11753,10406,10175,11695,11894,11661,8058,5908,4399,3709,1202,2,0,0,0
202205,3호선,남부터미널(예술의전당),80,2982,9303,30424,42774,36100,34816,38184,39014,43090,42997,46598,61533,95157,136621,63780,45875,42561,33392,8242,4,0,0,0
202205,3호선,녹번,51,10442,26896,71680,75757,45958,28526,23494,23609,21116,18230,17307,18192,19977,21722,10384,8064,6240,4606,1339,4,0,0,0
202205,3호선,대청,67,4141,11485,27874,33878,19297,15399,13851,13847,14698,13328,16253,21785,23839,25980,11416,7943,6698,5067,1447,1,0,0,0
202205,3호선,대치,13,2881,11861,24899,26136,16051,13372,13223,15330,15208,15028,17571,20392,28375,27620,17501,12898,15400,30813,2962,1,1,0,0
202205,3호선,도곡,28,1177,3610,9737,11742,7729,6579,6769,7065,7177,7376,9495,13432,16800,17507,8889,6484,5416,4555,974,8,0,0,0
202205,3호선,독립문,162,5567,6262,15982,17875,14723,13065,12633,14875,14302,15139,16302,18586,17194,17196,8427,6183,5054,3628,1051,1,0,0,0
202205,3호선,동대입구,14,1712,2958,6088,7478,6394,6525,9558,10724,12704,16902,17566,22409,30216,45169,18981,17138,18435,13602,3595,9,0,1,0
202205,3호선,매봉,9,1612,7574,17418,20920,14751,12650,12633,13081,14201,16474,19077,22400,37458,62096,20798,15097,17125,11731,3116,8,0,0,0
202205,3호선,무악재,17,2025,5584,14381,16463,10366,7457,6470,6393,5637,5291,5168,5932,6884,7255,3149,2377,1887,1481,466,0,0,0,0
202205,3호선,불광,12,9871,20450,53049,60594,36482,26891,25286,26356,26589,26572,28097,29717,30805,32154,18095,14578,12322,8430,2821,4,0,0,0
202205,3호선,수서,197,4775,12434,34834,45303,30937,30190,24836,30534,28121,22175,33812,38980,43892,51699,23634,23423,15961,16989,4879,6,0,0,0
202205,3호선,신사,97,4678,7059,11457,17554,15392,18770,25482,31154,36144,43246,52847,64024,92926,138234,96547,65985,71274,63572,22144,6,0,0,0
202205,3호선,안국,25,1649,3276,6233,9458,9844,11427,18368,28787,34433,46767,62533,79423,119161,116863,53240,44127,40649,24982,6451,5,0,0,0
202205,3호선,압구정,86,3178,8097,15671,24839,20399,25213,31786,37183,40888,49955,58370,70039,90476,140115,93679,73573,56275,44032,10800,20,0,0,0
202205,3호선,약수,104,6768,10840,27440,39411,27070,20530,19040,20534,20319,19113,20074,23959,26698,33845,18930,14762,15527,11866,4507,18,3,0,0
202205,3호선,양재(서초구청),78,5707,15499,36486,47282,35140,32250,35295,38391,44539,48351,57211,74080,124667,197997,84095,63691,61720,43490,12195,16,0,0,0
202205,3호선,연신내,337,28683,54917,134120,153191,90630,63077,56628,62940,56147,51176,52320,61558,54689,50095,34953,28240,25100,21290,7375,11,0,0,0
202205,3호선,오금,33,4127,8173,26409,29319,15523,9506,8070,8211,8264,6820,6785,8900,10605,12235,4903,3661,3355,2442,512,3,1,0,0
202205,3호선,옥수,236,3066,10396,23891,30913,21753,16072,14580,14202,14878,14477,14735,16300,18911,19769,12239,9947,9071,6758,2484,8,0,0,0
202205,3호선,을지로3가,45,599,1006,2061,3624,4965,6160,8473,9629,11738,13614,14722,18469,39088,64004,25892,18549,19705,19436,9588,12,0,0,0
202205,3호선,일원,12,2230,8830,23201,23710,16465,16553,17729,17421,14694,16132,21386,29506,35414,18641,9714,6743,4498,3721,1189,0,0,0,0
202205,3호선,잠원,6,1263,4871,11952,16579,11111,8230,7839,7736,7791,6902,7922,10322,11840,10142,6211,4762,5178,3525,1133,1,0,1,0
202205,3호선,종로3가,38,874,1098,1613,2415,3722,5805,8663,10753,12381,14503,18463,21110,31143,52499,31178,18807,20836,17596,7336,7,0,0,0
202205,3호선,지축,6,2538,9007,24392,23886,12590,8549,7467,6860,6556,5806,7705,10800,8614,5891,3786,2460,1553,1310,457,0,0,0,0
202205,3호선,충무로,0,0,0,0,0,0,0,1,3,4,3,0,2,6,2,8,4,4,3,1,1,0,0,0
202205,3호선,학여울,5,578,1815,4170,4564,3208,2794,3452,5631,6224,7377,8226,9581,9049,8028,2927,1873,1808,1115,212,0,0,0,0
202205,3호선,홍제,66,10472,25956,65140,70380,44942,32588,30219,32507,28806,26098,27159,29553,31211,29495,15564,12234,10397,7423,2288,2,0,0,0
202205,4호선,길음,19,10897,33517,91530,88421,51267,35843,31004,33138,31125,28358,30850,35185,37790,36812,19894,16001,12959,13224,3789,5,0,0,0
202205,4호선,남태령,78,398,1028,2257,3704,3285,2595,2540,2544,2231,2076,2170,3199,4805,4129,1732,1167,714,423,135,1,0,0,0
202205,4호선,노원,220,12458,25103,54381,58895,35690,27919,26908,31209,29709,29211,30188,33998,35256,35245,26317,27728,25813,23857,9203,30,0,0,0
202205,4호선,당고개,52,8794,15669,40427,36821,23049,16406,15102,15573,14933,14258,13566,13784,14189,12746,8188,5940,4567,3250,926,1,0,0,0
202205,4호선,동대문,162,4739,3264,5372,7739,12846,19276,26226,33432,38703,47116,54657,64739,86306,64298,32657,22983,24989,15026,5182,7,1,0,0
202205,4호선,동대문역사문화공원(DDP),260,5453,4226,7149,8515,8963,10161,13732,17938,20184,25692,31350,36575,53179,72428,38696,28761,27624,22173,8958,8,1,0,0
202205,4호선,동작(현충원),10,398,731,2018,2794,2607,2252,2873,2988,2857,3135,3996,4653,5495,6487,3390,3347,3073,2257,727,0,0,0,0
202205,4호선,명동,15,853,2611,4543,7459,9726,12536,21065,27016,30030,35401,52355,60243,72677,114156,51937,45139,38334,24689,5887,5,0,0,0
202205,4호선,미아(서울사이버대학),53,11499,22010,48554,53856,34782,25647,23833,24108,23051,22971,22865,26544,27156,29310,17171,12327,10262,8517,2340,1,0,0,0
202205,4호선,미아사거리,46,16041,39221,98217,102561,62979,45007,42348,42524,41862,40263,42776,49745,46297,46131,32754,31886,18783,14921,5885,1,0,0,0
202205,4호선,사당,170,10912,25538,70341,93067,70854,44914,38607,40773,40875,38740,37613,40224,47260,52596,36366,32667,35886,33347,13099,28,6,0,0
202205,4호선,삼각지,4,709,2444,6933,10894,6836,5114,5285,6818,7665,8122,8087,10761,14808,19383,10236,8791,10345,9598,4746,10,0,0,0
202205,4호선,상계,49,14482,37970,90034,77752,45754,33054,29716,31287,28644,25783,26508,30356,28776,25605,16293,12400,11440,11603,2861,3,0,0,0
202205,4호선,서울역,202,4463,6245,12106,15782,13211,11013,12839,14280,13729,13689,15354,18835,43242,59752,21422,14019,13938,10769,4328,6,0,0,0
202205,4호선,성신여대입구(돈암),33,6467,19101,48779,53782,36883,29236,30009,33914,32534,34131,36437,40558,47952,51201,32596,29378,32117,29537,11204,3,0,0,0
202205,4호선,수유(강북구청),67,22344,50257,118722,126579,80182,57625,52777,54652,52047,48846,48492,53019,57772,64823,37724,29607,26517,21684,9836,10,0,0,0
202205,4호선,숙대입구(갈월),6,2719,8392,18059,25994,19188,16288,17027,20171,20581,21042,24591,34032,38573,51128,25402,22328,23144,20681,7787,2,0,0,0
202205,4호선,신용산,6,1472,4366,11733,17385,14230,12729,16913,17725,20798,21836,27738,34644,58663,92016,42597,33258,32032,24615,9855,3,0,0,0
202205,4호선,쌍문,258,24816,55038,127413,132223,80220,55209,46866,46188,42159,36840,35014,36639,37234,35162,22533,17400,14272,10649,3993,9,0,0,0
202205,4호선,이촌(국립중앙박물관),52,1271,5015,12983,17055,12156,9936,12345,17751,17290,18168,23219,30000,32083,31002,12466,9775,9703,6032,1802,2,0,0,0
202205,4호선,창동,2071,17231,40888,91707,83687,53633,43712,40861,41694,39504,37328,39437,46564,47991,48488,27952,21659,19526,15000,6893,354,0,0,0
202205,4호선,총신대입구(이수),80,6551,17384,49910,61639,40191,31489,29920,30936,32258,29316,29539,31770,35686,42400,25686,24743,20707,18462,6994,5,0,0,0
202205,4호선,충무로,99,3457,4830,8961,13837,14786,16659,22565,26648,32728,39954,45069,57461,89673,141602,67548,50485,50978,45968,20432,6,1,0,0
202205,4호선,한성대입구(삼선교),49,7187,13740,31883,37634,26315,20808,20427,23945,24481,24493,27769,35614,35587,34961,21678,18252,16687,12449,4887,5,0,0,0
202205,4호선,혜화,33,4375,8304,18369,21094,24212,30852,37249,40815,44512,54895,75670,92044,108675,122380,71229,71043,95164,97286,30565,10,0,0,0
202205,4호선,회현(남대문시장),34,1754,3156,4939,8486,9965,15634,28386,39329,50023,60272,69536,82555,99506,120110,48309,45081,22181,13724,4387,5,1,0,0
202205,5호선,강동,106,11240,20824,55871,68623,37894,27243,27248,26882,24043,23598,27268,31403,42673,44778,21991,15658,12463,9213,3025,31,0,0,0
202205,5호선,강일,0,2438,7510,19444,19500,11363,8967,7476,6977,6265,5162,5338,7238,6695,6873,3207,2166,1587,1309,325,0,0,0,0
202205,5호선,개롱,9,3479,9161,24864,23330,13321,10936,9426,9795,9563,7842,8717,11752,12125,13481,6290,4962,4308,2527,735,0,0,0,0
202205,5호선,개화산,2,4329,8394,22725,20628,11218,8505,8358,8456,7929,7318,7937,9175,10600,12590,5785,3637,2855,2335,588,1,0,0,0
202205,5호선,거여,2,6171,17034,51640,44233,24330,16474,14006,14614,13684,11733,12284,15900,16386,16620,7666,6313,5182,3550,874,1,0,0,0
202205,5호선,고덕,9,4019,12273,31366,27102,18083,14798,16238,16013,14232,14425,17050,22980,21632,16270,9785,7863,8001,7610,1667,8,0,0,0
202205,5호선,공덕,7,1762,5801,23106,31010,15418,12474,14079,16293,17283,16621,17271,23027,39248,65194,23922,19108,20585,17006,6942,16,0,0,0
202205,5호선,광나루(장신대),6,5398,16621,41870,50922,31574,21228,19993,21598,21975,20719,22176,27272,27808,33024,15980,13334,11946,8948,2492,10,0,0,0
202205,5호선,광화문(세종문화회관),7,1160,3314,8748,13507,11799,14101,20854,26379,34757,42354,52862,65922,107334,204880,73089,58381,64533,41751,13408,1,0,0,0
202205,5호선,군자(능동),30,7361,12671,34112,47204,22541,14306,13705,14744,14782,13744,14007,16023,20845,26380,15766,12531,12622,11013,5130,2,0,0,0
202205,5호선,굽은다리(강동구민회관앞),3,7328,14669,37432,39893,22578,16926,14763,16026,15080,13072,12815,13605,14912,15442,9530,6995,6825,5648,1394,20,0,0,0
202205,5호선,길동,4,5192,8735,22552,27586,15134,13417,13013,14134,13677,11567,12659,14610,15542,16857,8907,6767,6316,4687,1585,28,0,0,0
202205,5호선,김포공항,3,405,1567,4588,7455,7771,9176,11753,14532,14460,15158,17651,18506,23031,28571,18947,16262,16061,13373,2313,26,0,0,0
202205,5호선,까치산,169,25490,45140,130539,159443,81112,49119,42622,43909,39833,33361,31347,34095,32791,32864,21087,16174,12940,10612,4216,14,0,0,0
202205,5호선,답십리,40,9210,18544,56574,76571,35318,22860,19593,21177,20350,18367,19402,22166,28351,34385,15997,11630,10161,7410,2970,2,0,0,0
202205,5호선,동대문역사문화공원(DDP),0,244,506,1116,1865,1397,1688,1777,1859,2129,2928,3132,4509,10532,19682,7522,3919,3471,2541,1022,1,0,0,0
202205,5호선,둔촌동,3,3977,9592,25322,28550,16349,12145,12427,12657,12019,11771,12313,14653,16976,20526,10284,7921,7328,5302,1590,0,0,0,0
202205,5호선,마곡,3,2418,8042,26077,24290,13680,11588,11495,11562,12826,13272,15311,19214,28693,41128,17351,11882,10573,7922,2494,28,0,0,0
202205,5호선,마장,0,2630,6165,16078,20487,11475,8639,8150,9182,8421,8085,9200,10666,11608,13261,7778,5469,4721,3950,1402,0,0,0,0
202205,5호선,마천,42,7002,14871,41355,33501,17165,11045,9892,10738,9451,8273,7885,9605,9437,9750,4982,3992,2471,1595,427,0,0,0,0
202205,5호선,마포,22,2498,8326,26423,35142,18554,14231,14824,16047,17503,16795,17923,22590,35901,59201,22536,18702,20685,17152,6738,4,0,0,0
202205,5호선,명일,1,5356,14721,36606,34164,19489,16047,14364,15205,13039,11974,12233,14992,13201,13052,7655,6117,6230,4212,1391,20,0,0,0
202205,5호선,목동,6,8310,21708,62544,77062,36797,25672,24009,24200,22776,20768,21191,23640,26921,29379,16393,13493,12868,14453,3820,4,0,0,0
202205,5호선,미사,24,7230,24982,69312,65801,32568,24401,21481,22542,22202,20017,22534,24788,28123,27966,16608,15418,16105,14133,5596,1,0,0,0
202205,5호선,발산,0,3228,9911,27449,29021,18657,18915,21814,25460,27648,31124,37053,44417,63908,87063,39244,31757,32703,27356,10101,45,0,0,0
202205,5호선,방이,0,2480,7320,20062,18528,11801,9970,9002,10176,10705,9200,10475,11966,14406,20696,9982,8169,10306,10580,1652,0,0,0,0
202205,5호선,방화,15,4959,11071,28175,25469,14563,11612,11213,11092,10710,9809,9826,12518,11283,10821,5215,4227,2728,2138,714,3,0,0,0
202205,5호선,상일동,42,9883,32190,82536,59180,35488,25492,21708,20420,18726,16360,17991,20186,20712,18774,11145,7913,5388,3870,1068,24,0,0,0
202205,5호선,서대문,7,2661,6220,17877,24177,16853,16012,20188,20656,20011,23656,29544,39674,71456,115442,30401,23527,22216,16958,5547,7,0,0,0
202205,5호선,송정,24,4048,8347,21109,23073,14775,11736,10138,10278,9935,9285,9565,10910,12778,13622,8022,5739,5189,3886,1617,19,0,0,0
202205,5호선,신금호,13,3191,7449,22455,29694,15809,10292,9422,9782,9526,8310,8971,11384,10048,10506,7656,5040,3974,3063,1139,8,0,0,0
202205,5호선,신길,78,1736,3868,13910,21972,8218,4523,4407,4876,4362,4083,4192,5128,7864,13357,4963,3466,3567,2698,1214,1,0,0,0
202205,5호선,신정(은행정),61,12953,24091,66727,81275,37701,21925,17964,18181,16965,13607,13816,14717,15916,16904,8806,6218,5358,4510,1419,1,0,0,0
202205,5호선,아차산(어린이대공원후문),16,9216,17123,45002,61333,33155,22011,21959,26844,27425,28691,31620,34559,33093,31673,19363,13747,13494,9359,2948,7,0,0,0
202205,5호선,애오개,31,2422,5838,18584,24962,12262,8587,8969,9305,9197,8174,9514,11059,13521,21425,7872,5721,4533,3580,1179,8,0,0,0
202205,5호선,양평,1,2386,7154,25526,29939,12067,8227,7665,8183,8073,7262,7656,8993,14737,30155,8735,5596,4638,3503,1314,0,0,0,0
202205,5호선,여의나루,11,1361,2539,5226,8855,5514,5299,7187,10834,11692,18331,27651,38574,62132,81309,53365,63401,59827,50345,15403,4,0,0,0
202205,5호선,여의도,3,2111,4171,9891,13279,11722,12680,18829,20444,23784,29400,36179,48371,130965,171590,65434,55216,48610,33132,10648,7,0,0,0
202205,5호선,영등포구청,0,1050,2411,7336,10135,5139,4018,4406,4452,4722,4993,5420,6517,9635,19687,6154,4580,3873,3151,1283,3,0,0,0
202205,5호선,영등포시장,2,2682,6125,22120,32026,14577,10856,11564,13504,14654,14691,17755,21852,28302,37962,16259,11620,10016,7901,2899,0,0,0,0
202205,5호선,오금,4,1125,3179,8873,8043,5138,4683,4717,5190,5064,4730,6473,9095,10369,14574,4822,3650,3147,2563,731,0,0,0,0
202205,5호선,오목교(목동운동장앞),4,5184,15417,51850,60849,32729,24497,24769,28860,29651,29874,32093,39477,49212,68481,36425,37261,29533,26820,7019,1,0,0,0
202205,5호선,올림픽공원(한국체대),4,1136,5613,11797,12394,8539,7250,7641,9146,7726,7466,9135,12502,11219,10364,6046,4649,4767,5815,722,0,0,0,0
202205,5호선,왕십리(성동구청),9,1874,2518,6381,8960,5420,5097,5532,6099,6432,6847,7715,9585,11051,14433,8813,7639,8193,6889,3506,2,0,0,0
202205,5호선,우장산,0,6916,22065,59517,59643,31933,25027,23148,24137,22281,19632,23073,28192,24355,20748,12557,9503,7609,6269,1687,15,0,0,0
202205,5호선,을지로4가,0,410,752,1489,2497,2471,3489,5096,6512,8118,9163,10318,12904,24152,37011,15466,10072,8797,6517,2750,0,0,0,0
202205,5호선,장한평,14,7819,18768,54578,73083,37028,23569,20772,22422,21435,20706,21957,28625,36952,58659,25691,15594,12171,9489,3517,3,0,0,0
202205,5호선,종로3가,72,1537,1966,3437,4369,5003,6517,10625,16754,19876,24355,30208,35315,43832,57982,36192,33693,38163,34347,16138,12,0,0,0
202205,5호선,천호(풍납토성),32,7471,11849,28863,36975,23897,22947,26010,29241,30700,32024,37105,42421,51105,54592,38531,35680,25979,20632,8722,48,0,0,0
202205,5호선,청구,7,1640,3282,7373,11274,7108,5777,5577,5411,5752,5676,5543,6385,8206,13807,8008,5281,3970,3558,1656,3,0,0,0
202205,5호선,충정로(경기대입구),19,875,2373,7037,8749,5044,4087,4470,4879,5446,5396,5649,7060,13742,27612,7275,4897,4884,3680,1355,5,0,0,0
202205,5호선,하남검단산,15,3470,9089,22061,20257,10869,9312,8428,9274,9938,10071,11494,13452,13041,13174,7855,6454,5186,3909,741,0,0,0,0
202205,5호선,하남시청(덕풍?신장),3,4786,11104,26155,24519,14268,12218,12112,12766,11600,10060,10332,13581,13308,14007,8020,5784,4552,3154,1009,2,0,0,0
